Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Validate UI,Firefox 64.0,,2019-01-31 11:50:10,2019-01-31 11:54:59,4m - 49.864s,FAILED
,,,,,,
Test Cases/TC001-Check Factsheet URL on home page,Firefox 64.0,,2019-01-31 11:50:11,2019-01-31 11:51:55,1m - 43.529s,PASSED
Start listener action : sampleBeforeTestCase,Firefox 64.0,,2019-01-31 11:50:11,2019-01-31 11:50:11,0.062s,PASSED
"callTestCase(findTestCase(""TT001-Launch Application""), [:], STOP_ON_FAILURE)",Firefox 64.0,,2019-01-31 11:50:13,2019-01-31 11:51:40,1m - 26.364s,PASSED
"verifyElementPresent(findTestObject(""Home Page/a_Fact Sheet""), 30)",Firefox 64.0,,2019-01-31 11:51:40,2019-01-31 11:51:40,0.154s,PASSED
"click(findTestObject(""Home Page/a_Fact Sheet""))",Firefox 64.0,,2019-01-31 11:51:40,2019-01-31 11:51:40,0.680s,PASSED
switchToWindowIndex(1),Firefox 64.0,,2019-01-31 11:51:40,2019-01-31 11:51:40,0.039s,PASSED
waitForPageLoad(10),Firefox 64.0,,2019-01-31 11:51:40,2019-01-31 11:51:46,5.513s,PASSED
maximizeWindow(),Firefox 64.0,,2019-01-31 11:51:46,2019-01-31 11:51:50,3.527s,PASSED
ActualUrl = getUrl(),Firefox 64.0,,2019-01-31 11:51:50,2019-01-31 11:51:50,0.019s,PASSED
"ExpectedUrl = ""https://ir.amwater.com/cp-content-ms/documents/259581/0/2018_FactSheet_Final.pdf/9af8b6a2-99ad-41f7-927d-cf12840d32ae""",Firefox 64.0,,2019-01-31 11:51:50,2019-01-31 11:51:50,0.002s,PASSED
if (ActualUrl.equals(ExpectedUrl)),Firefox 64.0,"Comparing PDF url to expected one
",2019-01-31 11:51:50,2019-01-31 11:51:50,0.016s,PASSED
utilities.BasicFunctions.closeApplication(),Firefox 64.0,,2019-01-31 11:51:50,2019-01-31 11:51:53,2.964s,PASSED
"markPassed(""Test completed succesfully!"")",Firefox 64.0,,2019-01-31 11:51:53,2019-01-31 11:51:53,0.012s,PASSED
Start listener action : sampleAfterTestCase,Firefox 64.0,,2019-01-31 11:51:53,2019-01-31 11:51:53,0.003s,PASSED
,,,,,,
Test Cases/TC003-Verify Header Menu Links are available,Firefox 64.0,,2019-01-31 11:51:55,2019-01-31 11:53:28,1m - 33.197s,FAILED
Start listener action : sampleBeforeTestCase,Firefox 64.0,,2019-01-31 11:51:55,2019-01-31 11:51:55,0.007s,PASSED
"callTestCase(findTestCase(""TT001-Launch Application""), [:], STOP_ON_FAILURE)",Firefox 64.0,,2019-01-31 11:51:55,2019-01-31 11:53:09,1m - 13.714s,PASSED
"mouseOver(findTestObject(""Menu_SubMenu_Links/a_Investing With Us""))",Firefox 64.0,,2019-01-31 11:53:09,2019-01-31 11:53:09,0.206s,PASSED
"click(findTestObject(""Menu_SubMenu_Links/a_Investment Calculator""))",Firefox 64.0,,2019-01-31 11:53:09,2019-01-31 11:53:10,0.686s,PASSED
"lblHeader = getText(findTestObject(""Menu_SubMenu_Links/h1_Investment Calculator""))",Firefox 64.0,,2019-01-31 11:53:10,2019-01-31 11:53:26,15.726s,FAILED
Start listener action : sampleAfterTestCase,Firefox 64.0,,2019-01-31 11:53:26,2019-01-31 11:53:26,0.010s,PASSED
,,,,,,
Test Cases/TC002-Check Tooltips on Historical Pricing,Firefox 64.0,,2019-01-31 11:53:28,2019-01-31 11:54:57,1m - 29.372s,FAILED
Start listener action : sampleBeforeTestCase,Firefox 64.0,,2019-01-31 11:53:28,2019-01-31 11:53:28,0.005s,PASSED
"callTestCase(findTestCase(""TT001-Launch Application""), [:], STOP_ON_FAILURE)",Firefox 64.0,,2019-01-31 11:53:28,2019-01-31 11:54:39,1m - 10.221s,PASSED
"click(findTestObject(""Historical Pricing/a_Investing With Us""))",Firefox 64.0,,2019-01-31 11:54:39,2019-01-31 11:54:39,0.340s,PASSED
"waitForElementPresent(findTestObject(""Historical Pricing/a_Historical Pricing""), 20)",Firefox 64.0,,2019-01-31 11:54:39,2019-01-31 11:54:39,0.031s,PASSED
"click(findTestObject(""Historical Pricing/a_Historical Pricing""))",Firefox 64.0,,2019-01-31 11:54:39,2019-01-31 11:54:40,0.579s,PASSED
"scrollToElement(findTestObject(""Historical Pricing/PDF_Tooltip""), 10)",Firefox 64.0,,2019-01-31 11:54:40,2019-01-31 11:54:55,15.610s,FAILED
Start listener action : sampleAfterTestCase,Firefox 64.0,,2019-01-31 11:54:55,2019-01-31 11:54:55,0.003s,PASSED
