Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"waitForElementPresent(findTestObject(""Menu_SubMenu_Links/a_Historical Pricing""), 10)",Edge 17,,2019-01-23 21:39:57,2019-01-23 21:39:57,0.015s,PASSED
"click(findTestObject(""Menu_SubMenu_Links/a_Historical Pricing""))",Edge 17,,2019-01-23 21:39:57,2019-01-23 21:39:57,0.125s,FAILED
,,,,,,
Test Cases/Validate Historical Pricing UI,Edge 17,,2019-01-23 21:39:57,2019-01-23 21:40:58,1m - 0.965s,PASSED
"callTestCase(findTestCase(""Launch Application""), [:], STOP_ON_FAILURE)",Edge 17,,2019-01-23 21:39:57,2019-01-23 21:40:57,59.490s,PASSED
"click(findTestObject(""Historical Pricing/a_Investing With Us""))",Edge 17,,2019-01-23 21:40:57,2019-01-23 21:40:57,0.090s,PASSED
"waitForElementPresent(findTestObject(""Historical Pricing/a_Historical Pricing""), 20)",Edge 17,,2019-01-23 21:40:57,2019-01-23 21:40:57,0.089s,PASSED
"click(findTestObject(""Historical Pricing/a_Historical Pricing""))",Edge 17,,2019-01-23 21:40:57,2019-01-23 21:40:57,0.201s,PASSED
"scrollToElement(findTestObject(""Historical Pricing/PDF_Tooltip""), 10)",Edge 17,,2019-01-23 21:40:57,2019-01-23 21:40:57,0.078s,PASSED
"attribute = getAttribute(findTestObject(""Historical Pricing/PDF_Tooltip""), ""tooltip"")",Edge 17,,2019-01-23 21:40:57,2019-01-23 21:40:57,0.028s,PASSED
"verifyMatch(attribute, ""PDF"", false)",Edge 17,,2019-01-23 21:40:57,2019-01-23 21:40:57,0.001s,PASSED
closeBrowser(),Edge 17,,2019-01-23 21:40:57,2019-01-23 21:40:58,0.981s,PASSED
,,,,,,
Test Cases/Verify Header Menu Links are available with Results,Edge 17,,2019-01-23 21:40:58,2019-01-23 21:41:57,58.662s,PASSED
"callTestCase(findTestCase(""Launch Application""), [:], STOP_ON_FAILURE)",Edge 17,,2019-01-23 21:40:58,2019-01-23 21:41:56,58.308s,PASSED
"mouseOver(findTestObject(""Menu_SubMenu_Links/a_Investing With Us""))",Edge 17,,2019-01-23 21:41:56,2019-01-23 21:41:56,0.014s,PASSED
"click(findTestObject(""Menu_SubMenu_Links/a_Investment Calculator""))",Edge 17,,2019-01-23 21:41:56,2019-01-23 21:41:57,0.281s,PASSED
"lblHeader = getText(findTestObject(""Menu_SubMenu_Links/h1_Investment Calculator""))",Edge 17,,2019-01-23 21:41:57,2019-01-23 21:41:57,0.046s,PASSED
"verifyMatch(lblHeader, findTestData(""ScreenNames"").getValue(1, 1), false)",Edge 17,,2019-01-23 21:41:57,2019-01-23 21:41:57,0.004s,PASSED
"out.println(""Screen name is: "" + lblHeader)",Edge 17,,2019-01-23 21:41:57,2019-01-23 21:41:57,0.000s,PASSED
